Organization,Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Havard,SOCIAL NETWORKS AND THE SPREAD OF CANCER CARE PRACTICES,NCI,8626367,5R01CA174468-02,5,R01,CA,174468,2,,,1896679,"LANDON, BRUCE E. ","KEATING, NANCY L",HARVARD MEDICAL SCHOOL, ,2014,672238,
Havard,POLIOVIRUS CELL ENTRY PATHWAYS,NIAID,8693522,2R01AI020566-30A1,2,R01,AI,20566,30,A1,,1888918,"HOGLE, JAMES M",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,676899,
Havard,ANALYTIC METHODS FOR HIV TREATMENT AND CO-FACTOR EFFECTS,NIAID,8648951,5R37AI032475-23,5,R37,AI,32475,23,,,1884188,"ROBINS, JAMES M",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,677181,
Havard,DIETARY ETIOLOGIES OF HEART DISEASE AND CANCER,NHLBI,8656294,5R01HL035464-25,5,R01,HL,35464,25,,,1880919,"RIMM, ERIC B",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,682295,
Havard,GENETIC VARIATION AND EVOLUTION OF ARTEMISININ RESISTANCE,NIAID,8649014,5R01AI099105-02,5,R01,AI,99105,2,,,1882086,"WIRTH, DYANN F ","HARTL, DANIEL L",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,683171,
Havard,TARGETING THE REPRODUCTIVE INTERACTOME OF THE MALARIA VECTOR ANOPHELES GAMBIAE,NIAID,8663723,5R01AI104956-02,5,R01,AI,104956,2,,,11383755,"CATTERUCCIA, FLAMINIA ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,683408,
Havard,MOLECULAR EPIDEMIOLOGY OF ARDS,NHLBI,8669031,5R01HL060710-12,5,R01,HL,60710,12,,,1868404,"CHRISTIANI, DAVID C",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,684277,
Havard,STATISTICAL INFORMATICS FOR CANCER RESEARCH,NCI,8730551,5P01CA134294-07,5,P01,CA,134294,7,,,7043086,"LIN, XIHONG  ","DOMINICI, FRANCESCA ",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,687641,
Havard,SHORT BREASTFEEDING AND COTRIMOXAZOLE AMONG HIV-EXPOSED INFANTS IN BOTSWANA,NICHD,8690926,5R01HD061265-05,5,R01,HD,61265,5,,,6079721,"SHAPIRO, ROGER L ","LOCKMAN, SHAHIN ",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,688133,
Havard,MICROBIAL DIVERSITY IN MECHANISMS OF DISULFIDE BOND FORMATION AND REDUCTION,NIGMS,8610924,5R01GM041883-25,5,R01,GM,41883,25,,,10294612,"BOYD, DANA ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,709142,
Havard,MECHANISMS AND POPULATION GENOMICS OF PNEUMOCOCCAL ANTIGENIC DIVERSITY,NIAID,8719802,5R01AI048935-13,5,R01,AI,48935,13,,,1878571,"LIPSITCH, MARC ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,713860,
Havard,GENETIC ANALYSIS OF TOXINOGENESIS IN VIBRIO CHOLERAE,NIAID,8694862,2R01AI018045-34,2,R01,AI,18045,34,,,1859172,"MEKALANOS, JOHN JOSEPH",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,715353,
Havard,SUBSTANCE USE DISORDER TREATMENT UNDER NEW PAYMENT AND DELIVERY SYSTEM MODELS,NIDA,8668919,5R01DA035214-02,5,R01,DA,35214,2,,,1906467,"HUSKAMP, HAIDEN A. ","BARRY, COLLEEN L",HARVARD MEDICAL SCHOOL, ,2014,717215,
Havard,MECHANISM AND INHIBITION OF SREBP-DEPENDENT CHOLESTEROL/LIPID METABOLISM,NHLBI,8670016,5R01HL116391-02,5,R01,HL,116391,2,,,7780808,"WAGNER, GERHARD ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,720423,
Havard,FUNCTIONAL COUPLING OF STEPS IN GENES EXPRESSION,NIGMS,8710234,5R01GM043375-24,5,R01,GM,43375,24,,,1887712,"REED, ROBIN E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,741644,
Havard,ROLE OF RNA POLYMERASE IN BACTERIAL DIFFERENTIATION,NIGMS,8611923,5R01GM018568-42,5,R01,GM,18568,42,,,1955188,"LOSICK, RICHARD MARC",Not Applicable,HARVARD UNIVERSITY, ,2014,760596,
Havard,HMS/CHB CENTER FOR NEUROSCIENCE RESEARCH,NINDS,8733766,5P30NS072030-04,5,P30,NS,72030,4,,,1870988,"GREENBERG, MICHAEL E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,766358,
Havard,THE CENTER FOR THE GLOBAL DEMOGRAPHY OF AGING,NIA,8743559,2P30AG024409-10,2,P30,AG,24409,10,,,6687816,"BLOOM, DAVID E",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,778949,
Havard,BUILDING THE HEMATOPOIETIC STEM CELL NICHE,NIBIB,8704933,5R01EB014703-04,5,R01,EB,14703,4,,,8116883,"MOONEY, DAVID J ","SCADDEN, DAVID T;WEITZ, DAVID A;WESTERVELT, ROBERT M",HARVARD UNIVERSITY, ,2014,779887,
Havard,DROSOPHILA TRANSGENIC RNAI RESOURCE PROJECT,NIGMS,8711488,5R01GM084947-07,5,R01,GM,84947,7,,,1963356,"PERRIMON, NORBERT ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,791836,
Havard,COMPREHENSIVE TRANSLATIONAL SCIENCE ANALYTICS TOOLS FOR THE GLOBAL HEALTH AGENDA,NIEHS,8756976,1DP1ES025459-01,1,DP1,ES,25459,1,,,1866553,"SPIEGELMAN, DONNA L",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,807500,
Havard,SYSTEMATIC EXPLORATION OF THE HUMAN INTERACTOME,NHGRI,8668120,5U41HG006673-03,5,U41,HG,6673,3,,,1879268,"GYGI, STEVEN P ","HARPER, JEFFREY W;SOWA, MATHEW E",HARVARD MEDICAL SCHOOL, ,2014,809660,
Havard,JOINT PROGRAM IN MOLECULES;CELLS AND ORGANISMS,NIGMS,8663388,2T32GM007598-37,2,T32,GM,7598,37,,,2275890,"DULAC, CATHERINE G",Not Applicable,HARVARD UNIVERSITY, ,2014,812413,
Havard,HDL PROTEINS AND CORONARY HEART DISEASE,NHLBI,8753171,1R01HL123917-01,1,R01,HL,123917,1,,,1862842,"SACKS, FRANK M",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,818941,
Havard,MEIOTIC CHROMOSOME SYNAPSIS AND RECOMBINATION IN YEAST,NIGMS,8672648,5R01GM044794-25,5,R01,GM,44794,25,,,8328629,"KLECKNER, NANCY E.",Not Applicable,HARVARD UNIVERSITY, ,2014,824893,
Havard,NKT CELLS AS MODULATORS OF AIDS VACCINE EFFICACY,NIAID,8660612,5R01AI102693-03,5,R01,AI,102693,3,,,2250989,"KAUR, AMITINDER ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,824896,
Havard,GENERATION AND FUNCTION OF NK CELL MEMORY,NIAID,8719937,5R01AI111595-02,5,R01,AI,111595,2,,,1893535,"VON ANDRIAN, ULRICH H",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,834830,
Havard,LARGE-SCALE HIGH-CONFIDENCE BINARY PROTEIN INTERACTION NETWORK FOR DROSOPHILA,NHGRI,8729617,5R01HG007118-02,5,R01,HG,7118,2,,,1963356,"PERRIMON, NORBERT ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,837691,
Havard,MODELING THE AGING EPIGENOME,NIA,8705977,5DP1AG044161-05,5,DP1,AG,44161,5,,,3163073,"YANKNER, BRUCE A",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,839025,
Havard,CORE GRANT FOR VISION RESEARCH,NEI,8735951,5P30EY012196-17,5,P30,EY,12196,17,,,1861166,"LIVINGSTONE, MARGARET S",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,841865,
Havard,WATCHING A VERTEBRATE BRAIN LEARN AND BEHAVE IN A VIRTUAL ENVIRONMENT,NINDS,8704392,5DP1NS082121-04,5,DP1,NS,82121,4,,,7039484,"ENGERT, FLORIAN ",Not Applicable,HARVARD UNIVERSITY, ,2014,845000,
Havard,A ROAD MAP TO THE NEOCORTEX,NIMH,8705031,5DP1MH099906-04,5,DP1,MH,99906,4,,,9682350,"RAMANATHAN, SHARAD ",Not Applicable,HARVARD UNIVERSITY, ,2014,845000,
Havard,PROBING DYNAMICS OF THE HUMAN GENOME BY SINGLE CELL SEQUENCING,NCI,8738632,5DP1CA186693-02,5,DP1,CA,186693,2,,,6369857,"XIE, XIAOLIANG SUNNEY ",Not Applicable,HARVARD UNIVERSITY, ,2014,845000,
Havard,NEW TOOLS FOR UNDERSTANDING THE BLOOD BRAIN BARRIER,NINDS,8754153,1DP1NS092473-01,1,DP1,NS,92473,1,,,6269870,"GU, CHENGHUA ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,847500,
Havard,THE INHERITANCE OF POSITION: IT'S NOT JUST WHO YOU ARE; IT'S WHERE YOU ARE,NIGMS,8710287,5DP1GM106412-03,5,DP1,GM,106412,3,,,1964848,"WU, CHAO-TING ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,847500,
Havard,SINGLE CELL ANALYSIS OF METABOLISM USING GENETICALLY-ENCODED FLUORESCENT SENSORS,NIBIB,8703697,5DP1EB016985-03,5,DP1,EB,16985,3,,,1887092,"YELLEN, GARY I",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,847500,
Havard,IDENTIFYING AND VALIDATING NEW ANTIBIOTIC TARGETS IN CELL WALL SYNTHESIS PATHWAYS,NIAID,8659341,5R01AI099144-03,5,R01,AI,99144,3,,,9360769,"BERNHARDT, THOMAS G ","WALKER, SUZANNE ",HARVARD MEDICAL SCHOOL, ,2014,858826,
Havard,MECHANISMS OF YEAST TRANSCRIPTIONAL INITIATION,NIGMS,8711471,5R01GM030186-33,5,R01,GM,30186,33,,,1888597,"STRUHL, KEVIN ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,877330,
Havard,TRAINING FOR SPEECH AND HEARING SCIENCES,NIDCD,8672618,5T32DC000038-23,5,T32,DC,38,23,,,1967239,"DELGUTTE, BERTRAND ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,893045,
Havard,NOVEL THERAPEUTIC AGENTS FROM THE BACTERIAL SYMBIONTS OF BRAZILIAN INVERTEBRATES,FIC,8785542,1U19TW009872-01,1,U19,TW,9872,1,,,1878823,"CLARDY, JON  ","TALLARICO PUPO, MONICA ",HARVARD MEDICAL SCHOOL, ,2014,907024,
Havard,HEALTH AND AGING IN AFRICA:  LONGITUDINAL STUDIES OF INDEPTH COMMUNITIES,NIA,8734308,5P01AG041710-02,5,P01,AG,41710,2,,,1887078,"BERKMAN, LISA F",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,909513,
Havard,TARGETING A NOVEL REGULATOR OF BRAIN AGING AND ALZHEIMER'S DISEASE,NIA,8605374,1R01AG046174-01,1,R01,AG,46174,1,,,3163073,"YANKNER, BRUCE A ","TSAI, LI-HUEI ",HARVARD MEDICAL SCHOOL, ,2014,935613,
Havard,EARLY INFANT TREATMENT,NIAID,8729213,1U01AI114235-01,1,U01,AI,114235,1,,,6079721,"SHAPIRO, ROGER L ","KURITZKES, DANIEL R.;LICHTERFELD, MATHIAS ",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,979999,
Havard,BOSTON-AREA RESEARCH TRAINING PROGRAM IN BIOMEDICAL INFORMATICS,NLM,8681513,5T15LM007092-23,5,T15,LM,7092,23,,,8397334,"MCCRAY, ALEXA T.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,1076604,
Havard,HUMAN CARDIO-PULMONARY SYSTEM ON A CHIP,NCATS,8768885,4UH3TR000522-03,4,UH3,TR,522,3,,,2092152,"PARKER, KEVIN KIT",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,1154347,
Havard,ELECTRONIC SEQUENCING IN GRAPHENE NANOPORES,NHGRI,8706936,5R01HG003703-10,5,R01,HG,3703,10,,,8142552,"GOLOVCHENKO, JENE A ","BRANTON, DANIEL NONE",HARVARD UNIVERSITY, ,2014,1175999,
Havard,ATOMIC RESOLUTION IN BIOLOGICAL ELECTRON MICROSCOPY,NIGMS,8690087,5P01GM062580-13,5,P01,GM,62580,13,,,1857787,"HARRISON, STEPHEN COPLAN",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,1195537,
Havard,GENETIC MODELING FOR SMA THERAPEUTIC PATHWAYS,NINDS,8704292,5P01NS066888-05,5,P01,NS,66888,5,,,1894863,"VAN VACTOR, DAVID L.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,1250388,
Havard,THE HARVARD SCHOOL OF PUBLIC HEALTH CENTER FOR WORK; HEALTH AND WELBEING,NIOSH,8710122,5U19OH008861-08,5,U19,OH,8861,8,,,1867373,"SORENSEN, GLORIAN C",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,1297861,
Havard,LUNG CANCER DISPARITIES CENTER: JOINTLY ADDRESSING RACE & SOCIOECONOMIC STATUS,NCI,8676699,5P50CA148596-05,5,P50,CA,148596,5,,,1900432,"WILLIAMS, DAVID R",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,1361094,
Havard,COMPREHENSIVE CLASSIFICATION OF NEURONAL SUBTYPES BY SINGLE CELL TRANSCRIPTOMICS,NIMH,8822370,1U01MH105960-01,1,U01,MH,105960,1,,,1875128,"SANES, JOSHUA R ","REGEV, AVIV ;SCHIER, ALEXANDER F;ZHANG, YI ",HARVARD UNIVERSITY, ,2014,1362489,
Havard,DEVELOPMENTAL REGULATION OF BONE MORPHOGENESIS,NIDDK,8663234,5P01DK056246-14,5,P01,DK,56246,14,,,1887350,"TABIN, CLIFFORD J ","DEMAY, MARIE ;KRONENBERG, HENRY M;MCMAHON, ANDREW P.",HARVARD MEDICAL SCHOOL, ,2014,1388239,
Havard,ECONOMIC MODELING FOR HIV; VIRAL HEPATITIS; STD; TB AND SCHOOL HEALTH,NCHHSTP,8893520,1U38PS004644-01,1,U38,PS,4644,1,,,2089710,"SALOMON, JOSHUA A",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,1400000,
Havard,IMMGEN: GENE EXPRESSION AND REGULATION IN IMMUNE CELLS,NIAID,8712330,5R24AI072073-08,5,R24,AI,72073,8,,,6174570,"BENOIST, CHRISTOPHE O",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,1436676,
Havard,THE HSPH EDUCATION AND RESEARCH CENTER OF OCCUPATIONAL SAFETY AND HEALTH,NIOSH,8716662,5T42OH008416-10,5,T42,OH,8416,10,,,1868404,"CHRISTIANI, DAVID C",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,1437118,
Havard,BIOMARKERS FOR DIABETES USING STEM CELL-DERIVED BETA CELLS,NIDDK,8813227,1UC4DK104159-01,1,UC4,DK,104159,1,,,1887703,"MELTON, DOUGLAS A",Not Applicable,HARVARD UNIVERSITY, ,2014,1593083,
Havard,THE LONGITUDINAL AGING STUDY IN INDIA,NIA,8709963,5R01AG042778-02,5,R01,AG,42778,2,,,6687816,"BLOOM, DAVID E ","LEE, JINKOOK ",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,1668251,
Havard,NEURAL CIRCUITS IN ZEBRAFISH: FORM; FUNCTION AND PLASTICITY,NINDS,8826324,1U01NS090449-01,1,U01,NS,90449,1,,,7039484,"ENGERT, FLORIAN  ","CEPKO, CONSTANCE L;LICHTMAN, JEFF W;SOMPOLINSKY, HAIM ",HARVARD UNIVERSITY, ,2014,1724181,
Havard,VIRAL AND HOST MECHANISMS THAT TILT THE HSV LYTIC/LATENT BALANCE,NIAID,8693913,5P01AI098681-02,5,P01,AI,98681,2,,,1888951,"COEN, DONALD M",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,1732800,
Havard,MECHANISTIC PHARMACOLOGY OF ANTI-MITOTICS AND APOPTOSIS REGULATION,NCI,8677756,5P01CA139980-05,5,P01,CA,139980,5,,,1964871,"MITCHISON, TIMOTHY J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,1737021,
Havard,HARVARD CLINICAL AND TRANSLATIONAL SCIENCE CENTER,NCATS,8743343,5KL2TR001100-02,5,KL2,TR,1100,2,,,1891584,"NADLER, LEE MARSHALL",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,1738300,
Havard,IMPRINTING A CONNECTOME:  DEVELOPMENTAL CIRCUIT APPROACH TO MENTAL ILLNESS,NIMH,8737967,5P50MH094271-04,5,P50,MH,94271,4,,,8581126,"HENSCH, TAKAO K",Not Applicable,HARVARD UNIVERSITY, ,2014,1746963,
Havard,HSPH-NIEHS CENTER FOR ENVIRONMENTAL HEALTH,NIEHS,8619187,2P30ES000002-51,2,P30,ES,2,51,,,1871832,"DOCKERY, DOUGLAS W",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,1776177,
Havard,MAPPING TRANSCRIPTIONAL NETWORKS IN CARDIAC DEVELOPMENT,NHLBI,8712538,5U01HL098166-06,5,U01,HL,98166,6,,,6914597,"SEIDMAN, JONATHAN G",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,1855538,
Havard,HARVARD TRANSDISCIPLINARY RESEARCH IN ENERGETICS AND CANCER CENTER,NCI,8715328,5U54CA155626-04,5,U54,CA,155626,4,,,2087382,"HU, FRANK B",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,1898221,
Havard,HIGH RESOLUTION CONNECTOMICS OF MAMMALIAN NEURAL CIRCUITS,NINDS,8664455,5R01NS076467-04,5,R01,NS,76467,4,,,8328640,"LICHTMAN, JEFF W ","MEISTER, MARKUS ;SANES, JOSHUA R;SEUNG, HYUNJUNE SEBASTIAN",HARVARD UNIVERSITY, ,2014,1944023,
Havard,MECHANISMS AND IMMUNOLOGICAL CONSEQUENCES OF HOST-VIRUS INTERACTIONS,NIAID,8742510,1P01AI112521-01,1,P01,AI,112521,1,,,1893535,"VON ANDRIAN, ULRICH H",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,1972162,
Havard,NMR AND COMPUTATIONAL STUDIES OF BIOMOLECULES,NIGMS,8658826,5P01GM047467-22,5,P01,GM,47467,22,,,7780808,"WAGNER, GERHARD ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,2000194,
Havard,MEDICAL SCIENTISTS TRAINING PROGRAM,NIGMS,8692799,5T32GM007753-36,5,T32,GM,7753,36,,,1902271,"WALENSKY, LOREN DAVID",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,2005360,
Havard,MEMBRANE PROTEIN STRUCTURES BY SOLUTION NMR,NIGMS,8688790,5U54GM094608-05,5,U54,GM,94608,5,,,1885291,"CHOU, JAMES J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,2067250,
Havard,PATIENT-CENTERED INFORMATION COMMONS,NHGRI,8775065,1U54HG007963-01,1,U54,HG,7963,1,,,1884776,"KOHANE, ISAAC S.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,2082841,
Havard,GENOME ENGINEERING AN IPSC MODEL OF ALZHEIMER'S DISEASE,NIA,8756257,1RF1AG048056-01,1,RF1,AG,48056,1,,,3163073,"YANKNER, BRUCE A ","CHURCH, GEORGE M",HARVARD MEDICAL SCHOOL, ,2014,2095914,
Havard,DISSECTING THE ESTABLISHMENT AND REGULATION OF HUMAN PLURIPOTENCY,NIGMS,8717677,5P01GM099117-04,5,P01,GM,99117,4,,,9366875,"MEISSNER, ALEXANDER ",Not Applicable,HARVARD UNIVERSITY, ,2014,2102947,
Havard,PHARMACO RESPONSE SIGNATURES AND DISEASE MECHANISM,NHLBI,8787853,1U54HL127365-01,1,U54,HL,127365,1,,,1883114,"SORGER, PETER KARL",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,2145458,
Havard,CANCER EPIDEMIOLOGY COHORT IN MALE HEALTH PROFESSIONALS,NCI,8724453,5UM1CA167552-03,5,UM1,CA,167552,3,,,1862962,"WILLETT, WALTER C.",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,2150335,
Havard,T CELL COSTIMULATORY PATHWAYS:  FUNCTIONS AND INTERACTIONS,NIAID,8742087,2P01AI056299-11,2,P01,AI,56299,11,,,1888832,"SHARPE, ARLENE H.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,2194909,
Havard,DISSECTING BACTERIAL CELL WALL SYNTHESIS USING IN VIVO SINGLE MOLECULE TRACKING,NIAID,8754253,1DP2AI117923-01,1,DP2,AI,117923,1,,,10427439,"GARNER, ETHAN CLARK",Not Applicable,HARVARD UNIVERSITY, ,2014,2270730,
Havard,MIDAS CENTER FOR COMMUNICABLE DISEASE DYNAMICS,NIGMS,8747003,2U54GM088558-06,2,U54,GM,88558,6,,,1878571,"LIPSITCH, MARC ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,2279902,
Havard,THE HMS LABORATORY OF SYSTEMS PHARMACOLOGY,NIGMS,8769531,1P50GM107618-01A1,1,P50,GM,107618,1,A1,,1883114,"SORGER, PETER KARL",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,2346106,
Havard,PHYSICS OF COLLECTIVE CELLULAR MIGRATION IN LUNG HEALTH AND DISEASE,NHLBI,8741175,1P01HL120839-01A1,1,P01,HL,120839,1,A1,,1887476,"FREDBERG, JEFFREY J",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,2577731,
Havard,DECODING THE ROLES OF CRITICAL GENES OF UNKNOWN FUNCTION IN M. TUBERCULOSIS,NIAID,8693921,5U19AI107774-02,5,U19,AI,107774,2,,,1877980,"RUBIN, ERIC JOSEPH ","CARR, STEVEN A;FORTUNE, SARAH ;IOERGER, THOMAS R;RHEE, KYU Y;SCHNAPPINGER, DIRK ",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,2581322,
Havard,FLYBASE: A DROSOPHILA GENOMIC AND GENETIC DATABASE,NHGRI,8665574,2U41HG000739-22,2,U41,HG,739,22,,,1863022,"GELBART, WILLIAM MARTIN",Not Applicable,HARVARD UNIVERSITY, ,2014,3279871,
Havard,LIFE COURSE CANCER EPIDEMIOLOGY COHORT IN WOMEN,NCI,8651432,5UM1CA176726-02,5,UM1,CA,176726,2,,,1862962,"WILLETT, WALTER C.",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,3361075,
Havard,NEUROPSYCHIATRIC GENOME-SCALE AND RDOC INDIVIDUALIZED DOMAINS (N-GRID),NIMH,8698507,1P50MH106933-01,1,P50,MH,106933,1,,,1884776,"KOHANE, ISAAC S.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,3375284,
Havard,CAUSAL TRANSCRIPTIONAL CONSEQUENCES OF HUMAN GENETIC VARIATION,NHGRI,8712532,5P50HG005550-05,5,P50,HG,5550,5,,,1925956,"CHURCH, GEORGE M",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,3581194,
Havard,HARVARD UNIVERSITY CENTER FOR AIDS RESEARCH,NIAID,8681725,2P30AI060354-11,2,P30,AI,60354,11,,,1890766,"WALKER, BRUCE D",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,4278137,
Havard,SMALL MOLECULE INHIBITORS OF ENVELOPED VIRUS ENTRY,NIAID,8641840,1U19AI109740-01,1,U19,AI,109740,1,,,7746536,"WHELAN, SEAN PJ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,4422325,
Havard,IMPACT EVALUATION OF COMBINATION HIV PREVENTION INTERVENTIONS IN BOTSWANA,CGH,8827178,5U01GH000447-04,5,U01,GH,447,4,,,1867666,"ESSEX, MYRON E",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,4526551,
Havard,INNOVATIVE PLATFORMS FOR ANTIMICROBIAL THERAPY AND VACCINE DEVELOPMENT,NIAID,8641912,1U19AI109764-01,1,U19,AI,109764,1,,,1870456,"KASPER, DENNIS L.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,4937887,
Havard,INTEGRATED DISCOVERY AND DEVELOPMENT OF INNOVATIVE TB DIAGNOSTICS,NIAID,8642328,1U19AI109755-01,1,U19,AI,109755,1,,,1971770,"MURRAY, MEGAN B",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,5956642,
Havard,ISLET ON A CHIP,NIDDK,8813382,1UC4DK104165-01,1,UC4,DK,104165,1,,,1887703,"MELTON, DOUGLAS A",Not Applicable,HARVARD UNIVERSITY, ,2014,6844182,
Havard,PEDIATRIC HIV/AIDS COHORT STUDY (PHACS) DATA AND OPERATIONS CENTER (DOC),NICHD,8700428,5U01HD052102-10,5,U01,HD,52102,10,,,1961617,"SEAGE, GEORGE R",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,18594549,
Havard,HARVARD CLINICAL AND TRANSLATIONAL SCIENCE CENTER,NCATS,8743345,5UL1TR001102-02,5,UL1,TR,1102,2,,,1891584,"NADLER, LEE MARSHALL",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,21900459,
